text,intent,id
please talk to me in spanish,change_language,train-2818
how many of my vacation days have i depleted,pto_used,train-2819
may i apply for a new credit card,new_card,train-2820
flip that dime,flip_coin,train-2821
when will i need another oil change,oil_change_when,train-2822
i need to know who programmed you,who_made_you,train-2823
is there a meaning to life,meaning_of_life,train-2824
it takes how long to get to the beach in santa barbara,distance,train-2825
what is my interest rate for chase bank,interest_rate,train-2826
what do you refer to me as,user_name,train-2827
where do i make a vacation request,pto_request,train-2828
help me secure a car rental out of reagan international airport from march 22-30,car_rental,train-2829
"""please set 5 minute timer",timer,train-2830
please tell me my bank balance,balance,train-2831
what are the international transactions fees for my industrial bank card,international_fees,train-2832
use a different accent,change_accent,train-2833
the reservation i created is not necessary anymore,cancel_reservation,train-2834
cumin may be substituted for tumeric,ingredient_substitution,train-2835
"i am glad we got to talk again, see you soon",goodbye,train-2836
lets talk about your hobbies,what_are_your_hobbies,train-2837
"to visit cambodia, do i need an international visa",international_visa,train-2838
how much pto do i have left,pto_balance,train-2839
why did my bank account freeze,account_blocked,train-2840
help me figure out getting new insurance,insurance_change,train-2841
can you please tell me the interest rate for cash advances on my visa,interest_rate,train-2842
what will my state taxes amount to this year,taxes,train-2843
i need you to go into whisper mode,whisper_mode,train-2844
can you tell me the miles per gallon rate of my car,mpg,train-2845
does mcdonalds take reservations,accept_reservations,train-2846
"for my water and electricity, how much is the bill",bill_balance,train-2847
i want you to add cleaning the toilet to my to do list,todo_list_update,train-2848
what's my name in your system,user_name,train-2849
i need to get some more checkbooks mailed to me,order_checks,train-2850
how is water spelled,spelling,train-2851
are there any fun tourist things to do in boston,travel_suggestion,train-2852
should i buy a plug converter if i am traveling to egypt,plug_type,train-2853
show me my routing number for account finishing in 29309,routing,train-2854
find me a flight from ft lauderdale to houston on southwest,book_flight,train-2855
turn up the volume level to 4,change_volume,train-2856
negative,no,train-2857
set up a meeting with frank at 2pm,schedule_meeting,train-2858
whats the deadline for amex payment,bill_due,train-2859
you came from where,where_are_you_from,train-2860
"nevermind, cancel that",cancel,train-2861
search my calendar for birthday party,calendar,train-2862
phonecall sarah,make_call,train-2863
what does deceive mean,definition,train-2864
can you go by a different name,change_ai_name,train-2865
how much longer until i have a direct deposit,payday,train-2866
what are the rules for carry on luggage,carry_on,train-2867
see if you can schedule a meeting with don southerland tomorrow at noon,schedule_meeting,train-2868
i would like to know how to find my w-2,w2,train-2869
will you answer if i call you lexi,change_ai_name,train-2870
help me get my device back to it's factory settings,reset_settings,train-2871
please transfer my funds,transfer,train-2872
that is false,no,train-2873
how much is the bill for my water and electricity,bill_balance,train-2874
has my vacation request been approved yet,pto_request_status,train-2875
please set an alarm for 2 pm for me,alarm,train-2876
compare prices for flights from recife to miami leaving may 20 returning june 5,book_flight,train-2877
let me know the amounts i owe for my utilities and tuition bills,bill_balance,train-2878
could you please mail me some checkbooks,order_checks,train-2879
can you go back to my original settings,reset_settings,train-2880
how many days till i get a new card to replace the stolen one,replacement_card_duration,train-2881
yes i do like that,yes,train-2882
what's my meaning in life,meaning_of_life,train-2883
what subjects do you know well,what_can_i_ask_you,train-2884
i must change my pin number for my money market account,pin_change,train-2885
i would like to hear all transactions made on my amex for the last ten days,transactions,train-2886
how soon is my next day off,next_holiday,train-2887
book a reservation for 5 at lawry's under the name chris,restaurant_reservation,train-2888
tell me what is on my todo list,todo_list,train-2889
whats rupees dollars in 30,exchange_rate,train-2890
how long will it take to reach my doctors office,distance,train-2891
what time will i be able to board the plane,flight_status,train-2892
what is the last date of service on my car,last_maintenance,train-2893
both would work,maybe,train-2894
are there international transactions fees for rainbow card,international_fees,train-2895
i'd like it to be louder,change_volume,train-2896
would you let me know the carry-on restrictions for american airlines,carry_on,train-2897
disconnect from my phone please,sync_device,train-2898
it's possible that it could be either,maybe,train-2899
what do i do to check when my next credit card payment is,bill_due,train-2900
id like to rent a ford in denver colorado between january 1st to the 3rd,car_rental,train-2901
please let me know how much my bills for comcast and sprint total,bill_balance,train-2902
what kinds of questions can i ask you,what_can_i_ask_you,train-2903
can you check what fuel type to use with this car,gas_type,train-2904
i am needing to know how low the air in my tires are,tire_pressure,train-2905
what in the world is my credit rating,credit_score,train-2906
what's the currency conversion between rubles and yen,exchange_rate,train-2907
do i have enough vacation to take a european trip,pto_balance,train-2908
are they going to let me take vacation,pto_request_status,train-2909
use whisper voice,whisper_mode,train-2910
can you tell bill and craig where i am,share_location,train-2911
does france have their own version of a visa,international_visa,train-2912
are there any meetings i have today,meeting_schedule,train-2913
set an alarm for nine minutes from now,timer,train-2914
the magnetic strip on my card is scratched up pretty badly from overuse can i get a new one,damaged_card,train-2915
has anyone looked over my request for a day off,pto_request_status,train-2916
stop payments from my bank,freeze_account,train-2917
set timer for (x) minutes,timer,train-2918
are you a computer or a real person,are_you_a_bot,train-2919
