text,id
are there any good places in cleveland that serve clams,test-1721
meeting rooms open between one and three pm,test-1722
i lost my credit card recently  how long does take to get a new one in the mail,test-1723
"""i""m headed out to lax and going to phl for a low price of $120 this weekend on the 12th",test-1724
when does the current billing cycle end,test-1725
lets start calling you allan,test-1726
what restrictions do they have for carry-on,test-1727
can you help me plan a vacation,test-1728
thanks a million,test-1729
maybe we can go to the next song,test-1730
did my vacation get approval,test-1731
i need to rent a car for may 3rd to may 5th in indianapolis and i'd like a mercedes,test-1732
what is the current weather like,test-1733
what kind of gas does your car use,test-1734
if i want to direct deposit my check into my nations bank account how do i do that,test-1735
would you tell me about your hobbies,test-1736
please transfer $5000 to money market from checking account,test-1737
next track,test-1738
that is incorrect,test-1739
please tell me how do i change the account pin number,test-1740
i want to put this on my rock playlist,test-1741
are there meetings scheduled for today,test-1742
tell me a joke about the topic of mice,test-1743
tell me the minimum i can pay on my utilities bill,test-1744
tell me how busy red robin is at 5 pm,test-1745
i want to know fun facts about koala bears,test-1746
tell me the ingredients for making tom yum,test-1747
how much do i have in my savings account,test-1748
help me find a new insurance plan,test-1749
what is the date when my visa card will expire,test-1750
set 4 as the volume,test-1751
thank you very much,test-1752
i need to know my credit card's rewards balance,test-1753
i need to know if i have meetings from 3 to 6 pm,test-1754
is it safe in italy,test-1755
i need to put a stop on my bank account,test-1756
do you know what is for dinner,test-1757
it is false,test-1758
how do i go about getting cash for my card points accumulated,test-1759
please set the temperature to 70 f,test-1760
please put babysitting on my to do list,test-1761
i want help to transfer my 401k,test-1762
"give me vacation days remaining, please",test-1763
i want a recipe for roasted veggies,test-1764
how do i ask the ai to help me with math problem,test-1765
figure out when my car will next need an oil change,test-1766
"will you guide me through the process to jump start my car, please",test-1767
change settings to sound like a female,test-1768
the pin number to my card has been forgotten,test-1769
"what name do you go by, ai",test-1770
friday needs to be clear on my calendar,test-1771
i wanna know your maker,test-1772
what timezone is britain in,test-1773
what holiday is next and when,test-1774
how many vacation days are remaining on my time,test-1775
i am interested in a new insurance plan,test-1776
what preventative measures can i take to avoid a low credit score,test-1777
do i need a visa if i'm going to san jose,test-1778
what's the status of my american airlines flight,test-1779
do i need to get any shots before i travel to morocco,test-1780
can you tell me how long it will take to cook a lasagna,test-1781
your date of birth,test-1782
i need an uber for 5 people to go to the statue of liberty,test-1783
how do i make lasagna,test-1784
does applebees do reservations,test-1785
"is it possible to change oil, if so how and what do i use",test-1786
do i spend too much on beer,test-1787
spell aaron for me,test-1788
regards,test-1789
when is my car due for its next oil change,test-1790
do you know what song is playing on the speaker,test-1791
i need a hotel room for 4 people from may 3 to may 5 in boston,test-1792
what can you do to make yourself useful,test-1793
how does the weather feel,test-1794
is the resataurant busy at 5:00 pm,test-1795
are my tires filled properly,test-1796
whats the current exchange rate between usd and eur,test-1797
please tell me the exact number of days i have still for vacation,test-1798
is there a travel alert for france,test-1799
what is the bank's routing number,test-1800
what do i do to get a visa card,test-1801
what kind of gas goes in,test-1802
can you check my credit score for me,test-1803
can i make a phone call,test-1804
can you recommend thai food,test-1805
erase meeting with jeff from my calendar,test-1806
where have you come from,test-1807
i have a car payment that needs to be paid,test-1808
look up the rate of exchange between pesos and usd,test-1809
what kinds of pets do you own,test-1810
can i use regular olive oil instead of virgin,test-1811
how long are my tires expected to last before needing to be replaced,test-1812
what was the date of my last car appointment,test-1813
could you tell me if you're a real person,test-1814
is there a way to get a new insurance plan,test-1815
how do i do a 401(k) rollover,test-1816
when's pay day for me,test-1817
how do i request a vacation,test-1818
i want today's fun fact please,test-1819
turn down the volume,test-1820
can i start calling you fred,test-1821
when will my credit card no longer be good,test-1822
what is the square root of 95,test-1823
how many carry ons can i take on a flight with american airlines to japan,test-1824
can you end the current process,test-1825
i need a thai food suggestion,test-1826
put together a list of instructions for me on how to change the oil in my car,test-1827
i'd like to hear a lawyer joke,test-1828
can i store bread in the freezer indefinitely and it will still be okay,test-1829
i would like to hear something funny,test-1830
is event on my calendar,test-1831
what shots do i need if i'm travelling to odessa,test-1832
"ai, what is your given name",test-1833
when does my gas bill need paid by,test-1834
have i added my doctor's appointment to my calendar,test-1835
